year|origin|dest|export_val
2008|civ|bra|0
2008|civ|xxf|48685.0
2008|civ|xxg|0
2008|civ|xxh|0
2008|cmr|civ|0
2008|cmr|egy|0
2008|cmr|eth|0
2008|cmr|mdg|0
2008|cmr|sdn|17002.0
2008|cmr|sen|23140.0
2008|cmr|tgo|0
2008|cmr|tza|35649.0
2008|cmr|uga|0
2008|cmr|zaf|15626.0
2008|cmr|zwe|0
2008|cmr|are|0
2008|cmr|chn|0
2008|cmr|cyp|0
2008|cmr|hkg|0
2008|cmr|isr|0
2008|cmr|jpn|2183.0
2008|cmr|kor|2398.0
2008|cmr|lbn|0
2008|cmr|sgp|0
2008|cmr|tha|0
2008|cmr|tur|0
2008|cmr|aut|0
2008|cmr|blx|0
2008|cmr|che|0
2008|cmr|cze|0
2008|cmr|deu|10000.0
2008|cmr|dnk|0
2008|cmr|esp|0
2008|cmr|fin|0
2008|cmr|fra|254914.0
2008|cmr|gbr|0
2008|cmr|grc|0
2008|cmr|hrv|0
2008|cmr|ita|5036.0
2008|cmr|ltu|0
2008|cmr|nld|91356.0
2008|cmr|nor|0
2008|cmr|pol|0
2008|cmr|prt|0
2008|cmr|rou|0
2008|cmr|rus|0
2008|cmr|svk|0
2008|cmr|swe|0
2008|cmr|can|2870.0
2008|cmr|cri|6636.0
2008|cmr|mex|0
2008|cmr|usa|300982.0
2008|cmr|nzl|0
2008|cmr|arg|0
2008|cmr|bra|0
2008|cod|civ|0
2008|cod|ken|4572.0
2008|cod|mwi|0
2008|cod|tgo|0
2008|cod|tza|119183.0
2008|cod|uga|80485.0
2008|cod|zaf|247609.0
2008|cod|zmb|598227.0
2008|cod|zwe|7870.0
2008|cod|chn|0
2008|cod|hkg|0
2008|cod|jpn|0
2008|cod|kor|0
2008|cod|lbn|0
2008|cod|aut|0
2008|cod|bgr|19438.0
2008|cod|blx|26541.0
2008|cod|che|0
2008|cod|cze|0
2008|cod|deu|6000.0
2008|cod|dnk|0
2008|cod|esp|0
2008|cod|fra|0
2008|cod|gbr|60954.0
2008|cod|grc|0
2008|cod|ita|56723.0
2008|cod|ltu|0
2008|cod|nld|0
2008|cod|nor|0
2008|cod|pol|24061.0
2008|cod|prt|38827.0
2008|cod|rus|0
2008|cod|svn|0
2008|cod|swe|0
2008|cod|can|0
2008|cod|cri|4488.0
2008|cod|dom|37123.0
2008|cod|usa|0
2008|cod|nzl|0
2008|cod|arg|0
2008|cod|bra|0
2008|cog|civ|0
2008|cog|eth|0
2008|cog|mwi|0
2008|cog|sen|6949.0
2008|cog|tgo|0
2008|cog|tza|0
2008|cog|uga|3000.0
2008|cog|zaf|0
2008|cog|zmb|0
2008|cog|zwe|42622.65
2008|cog|are|0
2008|cog|chn|0
2008|cog|hkg|0
2008|cog|isr|0
2008|cog|jpn|0
2008|cog|kor|0
2008|cog|lbn|0
2008|cog|tha|0
2008|cog|aut|0
2008|cog|blr|0
2008|cog|blx|5832.0
2008|cog|che|0
2008|cog|cze|0
2008|cog|deu|0
2008|cog|dnk|0
2008|cog|esp|14776.0
2008|cog|fra|16208.0
2008|cog|gbr|0
2008|cog|grc|0
2008|cog|hun|0
2008|cog|irl|0
2008|cog|ita|0
2008|cog|nld|0
2008|cog|nor|0
2008|cog|pol|0
2008|cog|prt|0
2008|cog|rou|0
2008|cog|srb|0
2008|cog|swe|0
2008|cog|can|0
2008|cog|mex|0
2008|cog|usa|0
2008|cog|aus|0
2008|cog|bra|0
2008|com|eth|2953.0
2008|com|ken|0
2008|com|mar|7989.0
2008|com|mdg|84161.83
2008|com|mrt|16901.0
2008|com|mus|0
2008|com|tza|3785.0
2008|com|zaf|0
2008|com|are|0
2008|com|chn|0
2008|com|jpn|14054.0
2008|com|kor|0
2008|com|lbn|0
2008|com|mac|0
2008|com|mys|0
2008|com|prk|0
2008|com|tha|0
2008|com|tur|0
2008|com|xxb|0
2008|com|aut|0
2008|com|blx|0
2008|com|che|0
2008|com|cze|0
2008|com|deu|0
2008|com|dnk|0
2008|com|esp|0
2008|com|fra|732190.79
2008|com|gbr|0
2008|com|grc|0
2008|com|hun|0
2008|com|ita|0
2008|com|nld|0
2008|com|pol|13377.0
2008|com|rus|7020.0
2008|com|svn|0
2008|com|swe|0
2008|com|can|2388.0
2008|com|usa|0
2008|com|bra|0
2008|com|guy|35357.0
2008|com|xxh|29589.0
2008|cpv|sen|0
2008|cpv|tgo|12907.0
2008|cpv|tza|0
2008|cpv|zaf|0
2008|cpv|are|0
2008|cpv|chn|0
2008|cpv|ind|0
2008|cpv|jpn|0
2008|cpv|kor|0
2008|cpv|prk|0
2008|cpv|tha|0
2008|cpv|tur|0
2008|cpv|blx|89654.0
2008|cpv|che|0
2008|cpv|cze|0
2008|cpv|deu|0
2008|cpv|dnk|0
2008|cpv|esp|0
2008|cpv|fra|0
2008|cpv|gbr|0
2008|cpv|grc|0
2008|cpv|ita|80756.0
2008|cpv|nld|0
2008|cpv|pol|0
2008|cpv|prt|192549.0
2008|cpv|swe|0
2008|cpv|dma|0
2008|cpv|usa|0
2008|cpv|arg|0
2008|cpv|bra|0
2008|dji|eth|0
2008|dji|mdg|0
2008|dji|mwi|25710.0
2008|dji|sdn|30000.0
2008|dji|zaf|13581.0
2008|dji|are|8078.0
2008|dji|chn|0
2008|dji|isr|0
2008|dji|jor|0
2008|dji|jpn|0
2008|dji|kor|0
2008|dji|tha|0
2008|dji|tur|0
2008|dji|aut|0
2008|dji|blx|0
2008|dji|che|0
2008|dji|deu|0
2008|dji|est|0
2008|dji|fin|0
2008|dji|fra|38310.0
2008|dji|gbr|0
2008|dji|isl|0
2008|dji|ita|0
2008|dji|nld|101671.0
2008|dji|nor|0
2008|dji|pol|77107.39
2008|dji|swe|0
2008|dji|can|0
2008|dji|usa|0
2008|dza|ago|0
2008|dza|egy|0
2008|dza|mar|0
2008|dza|mdg|0
2008|dza|sdn|80830.0
2008|dza|sen|21450.0
2008|dza|tgo|3215.0
2008|dza|tun|0
2008|dza|zaf|0
2008|dza|are|0
2008|dza|chn|0
2008|dza|hkg|0
2008|dza|idn|0
2008|dza|ind|0
2008|dza|irn|0
2008|dza|jor|0
2008|dza|jpn|32506.0
2008|dza|kor|8934.0
2008|dza|kwt|0
2008|dza|lbn|0
2008|dza|pak|0
2008|dza|sau|0
2008|dza|sgp|0
2008|dza|syr|0
2008|dza|tha|0
2008|dza|tjk|0
2008|dza|tur|388347.0
2008|dza|xxb|0
2008|dza|aut|0
2008|dza|bgr|0
2008|dza|bih|60413.0
2008|dza|blr|0
2008|dza|blx|26987.0
2008|dza|che|0
2008|dza|cze|0
2008|dza|deu|0
2008|dza|dnk|0
2008|dza|esp|1918591.0
2008|dza|fra|202195.49
2008|dza|gbr|0
2008|dza|grc|0
2008|dza|hun|0
2008|dza|irl|0
2008|dza|ita|2362959.0
2008|dza|mlt|0
2008|dza|nld|0
2008|dza|nor|6536.0
2008|dza|pol|0
2008|dza|prt|0
2008|dza|rou|0
2008|dza|rus|1400000.0
2008|dza|srb|0
2008|dza|svk|0
2008|dza|svn|0
2008|dza|swe|46184.0
2008|dza|xxc|0
2008|dza|can|4979.0
2008|dza|mex|0
2008|dza|slv|0
2008|dza|tto|0
2008|dza|usa|0
2008|dza|aus|0
2008|dza|arg|0
2008|dza|bra|0
2008|dza|col|14703.0
2008|dza|ecu|0
2008|dza|ury|0
2008|egy|ago|109898.0
2008|egy|ben|993402.0
2008|egy|bfa|6848.0
2008|egy|civ|39419.0
2008|egy|cmr|191664.0
2008|egy|dza|27004020.75
2008|egy|eri|1113.0
2008|egy|eth|500520.56
2008|egy|gha|2218394.0
2008|egy|gin|681218.0
2008|egy|ken|114681.07
2008|egy|lby|1630104.0
2008|egy|mar|185464.0
2008|egy|mdg|81107.92
2008|egy|mrt|427076.0
2008|egy|rwa|489113.0
2008|egy|sdn|23847763.57
2008|egy|sen|548993.41
2008|egy|tun|96878.0
2008|egy|tza|4154737.0
2008|egy|uga|48715.0
2008|egy|zaf|663981.0
2008|egy|zmb|201760.51
2008|egy|are|31591190.400000002
2008|egy|aze|0
2008|egy|chn|4839.0
2008|egy|cyp|172068.0
2008|egy|hkg|133226.0
2008|egy|idn|0
2008|egy|ind|0
2008|egy|irn|0
2008|egy|irq|2506992.0
2008|egy|isr|64410.0
2008|egy|jor|3790573.14
2008|egy|jpn|0
2008|egy|kor|0
2008|egy|kwt|3323444.0
2008|egy|lao|0
2008|egy|lbn|49197.07
2008|egy|lka|0
2008|egy|mac|0
2008|egy|mys|0
2008|egy|omn|179306.0
2008|egy|pak|0
2008|egy|phl|109608.0
2008|egy|prk|0
2008|egy|pse|0
2008|egy|qat|2630725.0
2008|egy|sau|62037318.38
2008|egy|sgp|59384.0
2008|egy|syr|902938.0
2008|egy|tha|18030.0
2008|egy|tur|73009.0
2008|egy|vnm|0
2008|egy|xxb|0
2008|egy|yem|89134.0
2008|egy|aut|64719.0
2008|egy|bgr|0
2008|egy|bih|15433.0
2008|egy|blr|0
2008|egy|blx|244130.0
2008|egy|che|9291.0
2008|egy|cze|0
2008|egy|deu|5185115.24
2008|egy|dnk|127851.0
2008|egy|esp|50084.0
2008|egy|est|0
2008|egy|fin|0
2008|egy|fra|40358.37
2008|egy|gbr|9166066.44
2008|egy|grc|5601.0
2008|egy|hrv|0
2008|egy|hun|0
2008|egy|irl|7047.24
2008|egy|isl|0
2008|egy|ita|201966.0
2008|egy|ltu|0
2008|egy|lva|0
2008|egy|mlt|0
2008|egy|mne|0
2008|egy|nld|179816.0
2008|egy|nor|1863.0
2008|egy|pol|168489.0
2008|egy|prt|19126.38
2008|egy|rou|44445.99
2008|egy|rus|27000.0
2008|egy|smr|0
2008|egy|srb|0
2008|egy|svk|79094.0
2008|egy|svn|49651.0
2008|egy|swe|1121.0
2008|egy|ukr|0
2008|egy|xxc|0
2008|egy|can|1771.0
2008|egy|gtm|0
2008|egy|mex|30140.0
2008|egy|usa|109751.0
2008|egy|aus|0
2008|egy|nzl|0
2008|egy|arg|0
2008|egy|bra|38650.0
2008|egy|chl|0
2008|egy|xxg|0
2008|eri|egy|0
2008|eri|ken|0
2008|eri|uga|0
2008|eri|zaf|0
2008|eri|are|0
2008|eri|chn|0
2008|eri|jpn|0
2008|eri|kor|0
2008|eri|lbn|0
2008|eri|blx|0
2008|eri|che|0
2008|eri|deu|0
2008|eri|dnk|0
2008|eri|fra|0
2008|eri|ita|7341.0
2008|eri|nld|0
2008|eri|nor|0
2008|eri|swe|0
2008|eri|usa|0
2008|eri|aus|0
2008|esh|jpn|0
2008|eth|caf|29822.0
2008|eth|civ|7983.0
2008|eth|cmr|40275.0
2008|eth|cog|91066.0
2008|eth|com|0
2008|eth|dji|4658914.0
2008|eth|egy|18498.0
2008|eth|gab|0
2008|eth|gha|26918.0
2008|eth|ken|345055.0
2008|eth|lbr|22618.0
2008|eth|mdg|31360.0
2008|eth|mli|68687.0
2008|eth|mus|0
2008|eth|nga|14983.0
2008|eth|rwa|50262.0
2008|eth|sdn|14241516.0
2008|eth|sen|17901.0
2008|eth|tcd|0
2008|eth|tun|20112.0
2008|eth|tza|0
2008|eth|uga|132330.0
2008|eth|zaf|101298.0
2008|eth|zmb|35658.0
2008|eth|zwe|14783.0
2008|eth|afg|36233.0
2008|eth|are|849492.0
2008|eth|chn|0
2008|eth|geo|0
2008|eth|idn|0
2008|eth|ind|22812.0
2008|eth|irn|0
2008|eth|isr|0
2008|eth|jor|78997.0
2008|eth|jpn|53076.0
2008|eth|kor|0
2008|eth|mys|0
2008|eth|omn|1004.0
2008|eth|pak|0
2008|eth|prk|0
2008|eth|sau|952896.0
2008|eth|sgp|0
2008|eth|syr|0
2008|eth|tha|0
2008|eth|tur|0
2008|eth|xxb|0
2008|eth|aut|11951.0
2008|eth|bgr|5360.0
2008|eth|blr|0
2008|eth|blx|184718.0
2008|eth|che|0
2008|eth|cze|0
2008|eth|deu|149007.22
2008|eth|dnk|202311.0
2008|eth|esp|1920478.0
2008|eth|fin|87021.0
2008|eth|fra|11819.0
2008|eth|gbr|269377.0
2008|eth|grc|107991.0
2008|eth|irl|61312.0
2008|eth|ita|167469.11
2008|eth|nld|8484.98
2008|eth|nor|0
2008|eth|pol|48138.0
2008|eth|prt|0
2008|eth|rus|30221.0
2008|eth|svk|26643.0
2008|eth|svn|0
2008|eth|swe|35254.0
2008|eth|ukr|0
2008|eth|can|0
2008|eth|jam|0
2008|eth|mex|0
2008|eth|slv|0
2008|eth|usa|10746.0
2008|eth|aus|2341.47
2008|eth|arg|0
2008|eth|bra|0
2008|eth|chl|0
2008|eth|ecu|0
2008|gab|civ|0
2008|gab|eth|99450.0
2008|gab|mli|0
2008|gab|sdn|607076.0
2008|gab|sen|0
2008|gab|tgo|2218.0
2008|gab|zaf|0
2008|gab|are|0
2008|gab|chn|0
2008|gab|hkg|0
2008|gab|isr|0
2008|gab|jpn|0
2008|gab|kor|0
2008|gab|lbn|0
2008|gab|sgp|0
2008|gab|tha|0
2008|gab|vnm|2775.0
2008|gab|aut|0
2008|gab|blx|0
2008|gab|che|0
2008|gab|deu|0
2008|gab|esp|60490.0
2008|gab|fra|38266.82
2008|gab|gbr|0
2008|gab|irl|90919.0
2008|gab|isl|0
2008|gab|ita|2937.0
2008|gab|nld|0
2008|gab|nor|0
2008|gab|rou|0
2008|gab|rus|0
2008|gab|svk|87001.0
2008|gab|can|0
2008|gab|usa|0
2008|gab|nzl|0
2008|gab|bra|0
2008|gab|guy|8889.0
2008|gha|civ|2396.0
2008|gha|egy|0
2008|gha|eth|5032.0
2008|gha|mli|99804.0
2008|gha|sdn|2433.0
2008|gha|sen|0
2008|gha|tgo|373197.0
2008|gha|tun|0
2008|gha|zaf|0
2008|gha|are|0
2008|gha|chn|0
2008|gha|cyp|0
2008|gha|hkg|0
2008|gha|isr|0
2008|gha|jpn|0
2008|gha|kor|0
2008|gha|lbn|0
2008|gha|pak|36215.0
2008|gha|sgp|0
2008|gha|tha|0
2008|gha|tur|0
2008|gha|vnm|0
2008|gha|aut|32731.0
2008|gha|bgr|0
2008|gha|blr|0
2008|gha|blx|0
2008|gha|che|0
2008|gha|cze|0
2008|gha|deu|49000.0
2008|gha|dnk|0
2008|gha|esp|17731.0
2008|gha|fin|0
2008|gha|fra|5894.0
2008|gha|gbr|13006.0
2008|gha|grc|0
2008|gha|hun|0
2008|gha|irl|0
2008|gha|ita|40731.0
2008|gha|ltu|11253.0
2008|gha|nld|94302.0
2008|gha|nor|0
2008|gha|pol|0
2008|gha|prt|0
2008|gha|rou|0
2008|gha|svk|0
2008|gha|swe|18474.0
2008|gha|can|0
2008|gha|usa|13000.0
2008|gha|aus|0
2008|gha|nzl|2539.0
2008|gha|arg|0
2008|gha|bra|0
2008|gin|civ|0
2008|gin|egy|0
2008|gin|mdg|0
2008|gin|mli|120374.0
2008|gin|sen|6267.0
2008|gin|tgo|0
2008|gin|tun|0
2008|gin|tza|240089.0
2008|gin|uga|0
2008|gin|zaf|0
2008|gin|are|0
2008|gin|chn|0
2008|gin|hkg|0
2008|gin|jpn|0
2008|gin|kor|0
2008|gin|lbn|0
2008|gin|tha|0
2008|gin|tur|0
2008|gin|aut|1115.0
2008|gin|blr|0
2008|gin|blx|0
2008|gin|che|3007.81
2008|gin|deu|0
2008|gin|dnk|0
2008|gin|esp|3256.0
2008|gin|fra|85463.0
2008|gin|gbr|0
2008|gin|ita|0
2008|gin|ltu|0
2008|gin|nld|0
2008|gin|nor|0
2008|gin|pol|0
2008|gin|prt|0
2008|gin|rus|0
2008|gin|srb|0
2008|gin|swe|0
2008|gin|can|3298.0
2008|gin|usa|0
2008|gin|aus|0
2008|gin|bra|0
2008|gmb|mli|0
2008|gmb|sen|2929.0
2008|gmb|tza|1976.0
2008|gmb|uga|0
2008|gmb|zaf|0
2008|gmb|are|0
2008|gmb|chn|0
2008|gmb|hkg|0
2008|gmb|jpn|0
2008|gmb|kor|0
2008|gmb|lbn|0
2008|gmb|tha|115880.0
2008|gmb|tur|0
2008|gmb|vnm|0
2008|gmb|aut|0
2008|gmb|blx|0
2008|gmb|che|0
2008|gmb|deu|0
2008|gmb|dnk|0
2008|gmb|esp|0
2008|gmb|fin|0
2008|gmb|fra|0
2008|gmb|gbr|0
2008|gmb|ita|0
2008|gmb|nld|0
2008|gmb|nor|0
2008|gmb|pol|0
2008|gmb|prt|0
2008|gmb|svk|0
2008|gmb|svn|0
2008|gmb|swe|4618.0
2008|gmb|can|0
2008|gmb|usa|0
2008|gnb|sen|0
2008|gnb|zaf|0
2008|gnb|chn|0
2008|gnb|hkg|0
2008|gnb|jpn|0
2008|gnb|kor|0
2008|gnb|bgr|208594.0
2008|gnb|blx|0
2008|gnb|che|0
2008|gnb|deu|0
2008|gnb|esp|0
2008|gnb|fra|0
2008|gnb|gbr|0
2008|gnb|ita|0
2008|gnb|nld|0
2008|gnb|prt|29460.0
2008|gnb|swe|0
2008|gnb|can|0
2008|gnb|usa|0
2008|gnb|bra|0
2008|gnq|civ|0
2008|gnq|mdg|0
2008|gnq|sen|0
2008|gnq|tgo|0
2008|gnq|tun|0
2008|gnq|zaf|0
2008|gnq|are|0
2008|gnq|chn|0
2008|gnq|isr|0
2008|gnq|jpn|0
2008|gnq|kor|0
2008|gnq|tha|0
2008|gnq|blx|0
2008|gnq|che|0
2008|gnq|deu|0
2008|gnq|esp|110063.0
2008|gnq|fra|365425.0
2008|gnq|gbr|0
2008|gnq|ita|0
2008|gnq|nld|0
2008|gnq|pol|0
2008|gnq|prt|0
2008|gnq|rus|0
2008|gnq|can|0
2008|gnq|usa|0
2008|gnq|bra|0
2008|ken|ago|37426.0
2008|ken|bdi|784318.0
2008|ken|cod|1709669.0
2008|ken|com|27764.0
2008|ken|egy|37845.0
2008|ken|eri|30683.0
2008|ken|eth|8515.0
2008|ken|mdg|0
2008|ken|moz|7809.0
2008|ken|mwi|1482188.3699999999
2008|ken|nga|77419.0
2008|ken|rwa|1285827.0
2008|ken|sdn|5146437.109999999
2008|ken|sen|0
2008|ken|sle|20526.0
2008|ken|som|66046.0
2008|ken|tgo|1331.0
2008|ken|tun|0
2008|ken|tza|21899410.790000003
2008|ken|uga|19639631.049999997
2008|ken|zaf|158612.74
2008|ken|zmb|2281709.11
2008|ken|zwe|96787.13
2008|ken|are|12791.0
2008|ken|bgd|72733.0
2008|ken|chn|4239.0
2008|ken|cyp|0
2008|ken|geo|0
2008|ken|hkg|0
2008|ken|idn|0
2008|ken|ind|0
2008|ken|irn|0
2008|ken|isr|0
2008|ken|jor|0
2008|ken|jpn|0
2008|ken|kor|0
2008|ken|lbn|0
2008|ken|mys|8216.0
2008|ken|npl|0
2008|ken|pak|0
2008|ken|pse|19386.0
2008|ken|sau|8699.0
2008|ken|sgp|0
2008|ken|tha|0
2008|ken|tur|0
2008|ken|xxb|0
2008|ken|aut|0
2008|ken|blx|0
2008|ken|che|1747.0
2008|ken|cze|0
2008|ken|deu|37490.0
2008|ken|dnk|12323.0
2008|ken|esp|0
2008|ken|fin|0
2008|ken|fra|0
2008|ken|gbr|51075.0
2008|ken|grc|3665.0
2008|ken|hun|0
2008|ken|irl|0
2008|ken|isl|0
2008|ken|ita|0
2008|ken|ltu|0
2008|ken|lva|0
2008|ken|nld|30458.0
2008|ken|nor|3469.0
2008|ken|pol|9384.0
2008|ken|rus|0
2008|ken|svk|0
2008|ken|swe|0
2008|ken|can|0
2008|ken|grd|0
2008|ken|mex|0
2008|ken|tto|9965.0
2008|ken|usa|0
2008|ken|aus|5799.0
2008|ken|nru|0
2008|ken|nzl|0
2008|ken|arg|0
2008|ken|bra|0
2008|ken|guy|46394.0
2008|ken|xxh|0
2008|lbr|civ|0
2008|lbr|eth|0
2008|lbr|sdn|0
2008|lbr|tgo|0
2008|lbr|zaf|0
2008|lbr|are|0
2008|lbr|chn|0
2008|lbr|hkg|0
2008|lbr|jor|0
2008|lbr|jpn|0
2008|lbr|kor|0
2008|lbr|lbn|0
2008|lbr|pak|0
2008|lbr|tha|0
2008|lbr|tur|0
2008|lbr|blx|0
2008|lbr|che|0
2008|lbr|deu|16000.0
2008|lbr|dnk|0
2008|lbr|esp|0
2008|lbr|fra|5894.0
2008|lbr|gbr|0
2008|lbr|ita|0
2008|lbr|nld|0
2008|lbr|nor|0
2008|lbr|rou|0
2008|lbr|swe|0
2008|lbr|can|0
2008|lbr|nic|1050.0
2008|lbr|usa|0
2008|lby|egy|18708.0
2008|lby|mdg|256899.0
2008|lby|mwi|35581.0
2008|lby|sdn|465127.0
2008|lby|sen|31150.0
2008|lby|tgo|1331.0
2008|lby|tun|80107.0
2008|lby|are|0
2008|lby|chn|0
2008|lby|cyp|0
2008|lby|jor|0
2008|lby|jpn|0
2008|lby|kor|12934.0
2008|lby|lbn|0
2008|lby|pak|0
2008|lby|sgp|0
2008|lby|tha|0
2008|lby|tur|0
2008|lby|aut|26189.0
2008|lby|bgr|5280.0
2008|lby|blx|0
2008|lby|che|0
2008|lby|cze|0
2008|lby|deu|4000.0
2008|lby|dnk|0
2008|lby|esp|25894.0
2008|lby|fin|0
2008|lby|fra|0
2008|lby|gbr|0
2008|lby|hrv|0
2008|lby|hun|0
2008|lby|irl|0
2008|lby|ita|160325.0
2008|lby|ltu|0
2008|lby|lva|0
2008|lby|mlt|0
2008|lby|nld|14735.0
2008|lby|nor|0
2008|lby|pol|0
2008|lby|prt|0
